Accelerometer,Accelerometer2,Accelerometer2_CF,Accelerometer2_MAX,Accelerometer2_MIN,Accelerometer2_PKPK,Accelerometer2_TruePk,Accelerometer2_derived_Peak,Accelerometer_CF,Accelerometer_MAX,Accelerometer_MIN,Accelerometer_PKPK,Accelerometer_TruePk,Accelerometer_derived_Peak,FOV,FOV_CF,FOV_MAX,FOV_MIN,FOV_PKPK,FOV_TruePk,FOV_derived_Peak,MIV,MIV_CF,MIV_MAX,MIV_MIN,MIV_PKPK,MIV_TruePk,MIV_derived_Peak,Ultrasound,Ultrasound_CF,Ultrasound_MAX,Ultrasound_MIN,Ultrasound_PKPK,Ultrasound_TruePk,Ultrasound_derived_Peak,datetime
1.1405386924743652,0.2715429365634918,3.9065314275886798,1.060791015625,-0.9836578369140625,2.0444488525390625,1.060791015625,0.38401970365470717,3.9977206242947503,4.3311309814453125,-4.5595550537109375,8.89068603515625,4.5595550537109375,1.612965287308524,0.06402639299631119,3.7988255510545965,0.1529693603515625,-0.24322509765625,0.3961944580078125,0.24322509765625,0.09054699332521303,0.6302996277809143,4.23133273246369,2.6670074462890625,-2.62420654296875,5.2912139892578125,2.6670074462890625,0.8913782819664827,0.010495543479919434,3.5255500153334167,0.0042724609375,-0.0370025634765625,0.0412750244140625,0.0370025634765625,0.014842939933778575,2021-01-01 16:59:57
1.3984684944152832,0.27902233600616455,4.313407322624155,1.11328125,-1.2035369873046875,2.3168182373046875,1.2035369873046875,0.3945971717849407,3.2012536820602557,4.2945098876953125,-4.4768524169921875,8.7713623046875,4.4768524169921875,1.9777331113535765,0.06430333107709885,4.580958994151887,0.1531982421875,-0.2945709228515625,0.4477691650390625,0.2945709228515625,0.09093864291500052,0.6185442209243774,4.093922880861869,2.5322723388671875,-2.4462127685546875,4.978485107421875,2.5322723388671875,0.8747536261587546,0.011005480773746967,2.5580405253597664,0.00396728515625,-0.0281524658203125,0.0321197509765625,0.0281524658203125,0.015564100170669306,2021-01-02 16:59:56
1.3558623790740967,0.26427942514419556,3.9345105283800414,1.01837158203125,-1.0398101806640625,2.0581817626953125,1.0398101806640625,0.3737475472950865,3.3798384673263935,4.5825958251953125,-4.3320465087890625,8.914642333984375,4.5825958251953125,1.9174789651980382,0.06387884169816971,3.5950053145250584,0.1709747314453125,-0.229644775390625,0.4006195068359375,0.229644775390625,0.0903383242782356,0.6430240869522095,3.8916759994341943,2.50244140625,-2.42218017578125,4.92462158203125,2.50244140625,0.9093733847003911,0.011054348200559616,2.5812408863175214,0.0057220458984375,-0.028533935546875,0.0342559814453125,0.028533935546875,0.015633209148426027,2021-01-03 16:59:54
1.3210691213607788,0.29121458530426025,4.30022698571566,1.252288818359375,-1.1328887939453125,2.3851776123046875,1.252288818359375,0.4118396160981415,3.4428656882992685,4.186248779296875,-4.5482635498046875,8.734512329101562,4.5482635498046875,1.8682738682607218,0.06347564607858658,4.036115962367527,0.1610565185546875,-0.256195068359375,0.4172515869140625,0.256195068359375,0.08976811956473171,0.6398909687995911,4.297034843640158,2.7496337890625,-2.3288726806640625,5.0785064697265625,2.7496337890625,0.9049424865164407,0.00843072310090065,2.108536722776893,0.00091552734375,-0.0177764892578125,0.0186920166015625,0.0177764892578125,0.011922842949905855,2021-01-04 16:59:57
1.317186951637268,0.2774913012981415,4.3405054825641285,1.150054931640625,-1.2044525146484375,2.3545074462890625,1.2044525146484375,0.39243196173639056,3.508212462888139,4.1202545166015625,-4.6209716796875,8.741226196289062,4.6209716796875,1.8627836511862987,0.0636122077703476,3.5273181206682778,0.152130126953125,-0.2243804931640625,0.3765106201171875,0.2243804931640625,0.08996124696132075,0.6182340383529663,3.9672641778839415,2.45269775390625,-2.4456024169921875,4.8983001708984375,2.45269775390625,0.8743149617594532,0.009937160648405552,2.833049280010347,0.0049591064453125,-0.0281524658203125,0.033111572265625,0.0281524658203125,0.01405326736045535,2021-01-05 16:59:56
1.381381630897522,0.27973228693008423,4.24000277853006,1.186065673828125,-1.13922119140625,2.325286865234375,1.186065673828125,0.39560119401016725,3.0984678891347492,4.027862548828125,-4.2801666259765625,8.308029174804688,4.2801666259765625,1.9535686372283405,0.06343930214643478,4.245280415151293,0.1586151123046875,-0.269317626953125,0.4279327392578125,0.269317626953125,0.08971672148297268,0.6318721771240234,3.810397756600852,2.274169921875,-2.407684326171875,4.681854248046875,2.407684326171875,0.8936022025750086,0.00857376679778099,2.4648935934474125,0.0003814697265625,-0.0211334228515625,0.021514892578125,0.0211334228515625,0.01212513728604602,2021-01-06 16:59:54
0.8136598467826843,0.28198176622390747,4.315486224623848,1.216888427734375,-1.097564697265625,2.314453125,1.216888427734375,0.3987824381357695,4.213955266253689,3.4287261962890625,-3.2592010498046875,6.68792724609375,3.4287261962890625,1.1506887904784868,0.06325403600931168,3.7004725545780572,0.156707763671875,-0.23406982421875,0.390777587890625,0.23406982421875,0.0894547155992047,0.7511388659477234,4.1188066769301015,3.0937957763671875,-2.8079986572265625,5.90179443359375,3.0937957763671875,1.0622707714488167,0.007431636564433575,3.1208952663265435,0.001068115234375,-0.023193359375,0.024261474609375,0.023193359375,0.010509921220049756,2021-01-07 16:59:58
0.8878611326217651,0.2572733461856842,4.2667353669975,1.09771728515625,-0.9592437744140625,2.0569610595703125,1.09771728515625,0.363839455412903,4.446192285388711,3.628997802734375,-3.947601318359375,7.57659912109375,3.947601318359375,1.2556252552576375,0.06352909654378891,3.6328107454075895,0.1941680908203125,-0.2307891845703125,0.424957275390625,0.2307891845703125,0.089843709937536,0.743151843547821,3.616805524598575,2.682342529296875,-2.687835693359375,5.37017822265625,2.687835693359375,1.050975416047897,0.007070028223097324,2.007159431381757,0.000457763671875,-0.014190673828125,0.0146484375,0.014190673828125,0.00999852979946479,2021-01-08 16:59:59
0.9314911365509033,0.2620147168636322,4.1178945500642365,0.9456634521484375,-1.078948974609375,2.0246124267578125,1.078948974609375,0.3705447661298952,4.5516344305811405,3.805389404296875,-4.23980712890625,8.045196533203125,4.23980712890625,1.3173273985406162,0.06353568285703659,3.59160679744571,0.1611328125,-0.2281951904296875,0.3893280029296875,0.2281951904296875,0.08985302439105691,0.7381623983383179,3.984809811769893,2.941436767578125,-2.91290283203125,5.854339599609375,2.941436767578125,1.0439192749639001,0.007389648351818323,1.961642681658607,-0.00030517578125,-0.014495849609375,0.014190673828125,0.014495849609375,0.010450540920309462,2021-01-09 16:59:57
0.9474815726280212,0.2525823414325714,4.120644365120727,1.040802001953125,-1.02142333984375,2.062225341796875,1.040802001953125,0.35720537286989423,4.2806768426198545,4.0558624267578125,-3.8030242919921875,7.85888671875,4.0558624267578125,1.3399412901091363,0.06342244893312454,4.316179529268831,0.2046966552734375,-0.27374267578125,0.4784393310546875,0.27374267578125,0.08969288744013977,0.7894355654716492,3.988677288761678,2.8060150146484375,-3.1488037109375,5.9548187255859375,3.1488037109375,1.1164304833096799,0.008238631300628185,2.7225905740149714,0.00244140625,-0.022430419921875,0.024871826171875,0.022430419921875,0.011651184120739871,2021-01-10 16:59:56
0.9287684559822083,0.24906660616397858,4.269174146614659,0.9842681884765625,-1.0633087158203125,2.047576904296875,1.0633087158203125,0.35223337237133684,4.254879092736181,3.9517974853515625,-3.9247894287109375,7.8765869140625,3.9517974853515625,1.3134769467543579,0.0630275309085846,3.6944033462373036,0.171661376953125,-0.23284912109375,0.404510498046875,0.23284912109375,0.08913438901380978,0.7506092190742493,3.866386545746797,2.9003143310546875,-2.9021453857421875,5.802459716796875,2.9021453857421875,1.0615217376570811,0.007653004489839077,2.532163954052833,0.0020599365234375,-0.019378662109375,0.0214385986328125,0.019378662109375,0.010822982742432612,2021-01-11 16:59:54
0.9655370712280273,0.2507416009902954,4.030098323026872,1.0022735595703125,-1.0105133056640625,2.012786865234375,1.0105133056640625,0.3546021727716189,4.348548406373125,3.93218994140625,-4.1986846923828125,8.130874633789062,4.1986846923828125,1.3654756211046735,0.06371774524450302,3.848358715353779,0.15411376953125,-0.245208740234375,0.399322509765625,0.245208740234375,0.09011049948860995,0.7851771116256714,3.9441388297320765,3.0968475341796875,-2.852935791015625,5.9497833251953125,3.0968475341796875,1.1104081201259581,0.008115245960652828,1.795650264371685,-0.0025177001953125,-0.0145721435546875,0.012054443359375,0.0145721435546875,0.011476690899548708,2021-01-12 16:59:58
0.9667478799819946,0.2476041615009308,4.384054966306248,1.08551025390625,-0.997467041015625,2.082977294921875,1.08551025390625,0.3501651632946345,4.454218785008365,4.3061065673828125,-3.8991546630859375,8.20526123046875,4.3061065673828125,1.367187963265974,0.06348951905965805,3.577394797744366,0.1636505126953125,-0.2271270751953125,0.390777587890625,0.2271270751953125,0.08978773892271354,0.7916068434715271,3.8231456026631814,3.0213165283203125,-3.02642822265625,6.0477447509765625,3.02642822265625,1.1195011341047894,0.007998723536729813,1.7836555680320947,-0.0018310546875,-0.0142669677734375,0.0124359130859375,0.0142669677734375,0.011311903307316191,2021-01-13 16:59:56
0.9396334886550903,0.24203065037727356,4.185233193957396,1.0129547119140625,-0.93994140625,1.9528961181640625,1.0129547119140625,0.34228302827352114,4.343549536887909,4.0813446044921875,-3.910064697265625,7.9914093017578125,4.0813446044921875,1.3288424233159746,0.06326805055141449,4.067447555222786,0.166473388671875,-0.2573394775390625,0.4238128662109375,0.2573394775390625,0.08947453515471696,0.7608813643455505,3.884278143752001,2.95318603515625,-2.955474853515625,5.908660888671875,2.955474853515625,1.076048744814422,0.007360170595347881,1.8036465748179502,-0.00152587890625,-0.013275146484375,0.011749267578125,0.013275146484375,0.010408853077320632,2021-01-14 16:59:58
0.9675236344337463,0.23750753700733185,4.062885045549993,0.9649658203125,-0.910797119140625,1.875762939453125,0.9649658203125,0.3358863800015985,4.4349553019208,4.067535400390625,-4.290924072265625,8.35845947265625,4.290924072265625,1.3682850457327127,0.06348572671413422,3.680958958608881,0.1725006103515625,-0.2336883544921875,0.40618896484375,0.2336883544921875,0.08978237573624052,0.7896446585655212,4.129649678718488,3.260955810546875,-3.2111358642578125,6.4720916748046875,3.260955810546875,1.1167261855988322,0.0081375353038311,1.6782251260413028,-0.0023651123046875,-0.0136566162109375,0.01129150390625,0.0136566162109375,0.011508212790967807,2021-01-15 16:59:57
0.9737167954444885,0.23920759558677673,4.178810748180241,0.999603271484375,-0.991668701171875,1.99127197265625,0.999603271484375,0.3382906259014782,4.217837660120063,4.0380859375,-4.1069793701171875,8.145065307617188,4.1069793701171875,1.3770434980280646,0.06347554177045822,4.0673730973598,0.1605224609375,-0.2581787109375,0.418701171875,0.2581787109375,0.08976797205076192,0.7988674640655518,3.737590999831975,2.98583984375,-2.96142578125,5.947265625,2.98583984375,1.1297692022201045,0.008190560154616833,1.7791388231821377,-0.0016021728515625,-0.0145721435546875,0.012969970703125,0.0145721435546875,0.0115832012540918,2021-01-16 16:59:55
1.0040454864501953,0.23687458038330078,4.6850604514838095,1.109771728515625,-0.908966064453125,2.01873779296875,1.109771728515625,0.3349912441594999,4.157527701844003,3.956756591796875,-4.174346923828125,8.131103515625,4.174346923828125,1.419934744177358,0.06287769973278046,4.54285911322998,0.1432037353515625,-0.28564453125,0.4288482666015625,0.28564453125,0.08892249573292126,0.8171842694282532,3.961255651591162,3.0989837646484375,-3.2370758056640625,6.3360595703125,3.2370758056640625,1.1556730767833852,0.007380051538348198,1.8091256355475016,-0.001220703125,-0.0133514404296875,0.0121307373046875,0.0133514404296875,0.010436968976544446,2021-01-31 16:59:59
0.9767045378684998,0.24296355247497559,4.013412320926184,0.966949462890625,-0.9751129150390625,1.9420623779296875,0.9751129150390625,0.3436023510724577,4.831562889748152,3.9563751220703125,-4.7190093994140625,8.675384521484375,4.7190093994140625,1.3812688038849787,0.0635288879275322,3.7120842604697266,0.1605987548828125,-0.2358245849609375,0.39642333984375,0.2358245849609375,0.08984341490959642,0.8099887371063232,4.403634727061386,3.56689453125,-3.129425048828125,6.696319580078125,3.56689453125,1.145497057385218,0.007332693785429001,1.706358863111583,-0.0019073486328125,-0.01251220703125,0.0106048583984375,0.01251220703125,0.010369995000082604,2021-02-01 16:59:57
0.9726940393447876,0.25419506430625916,4.2430702099838316,1.0785675048828125,-0.9358978271484375,2.01446533203125,1.0785675048828125,0.35948610743021275,4.781126996112163,3.859710693359375,-4.65057373046875,8.510284423828125,4.65057373046875,1.3755971024808675,0.06321268528699875,3.9660062400234413,0.1557159423828125,-0.250701904296875,0.4064178466796875,0.250701904296875,0.08939623684689584,0.7947742938995361,4.3833959547326025,3.4838104248046875,-3.0829620361328125,6.5667724609375,3.4838104248046875,1.1239805854582243,0.007304398342967033,1.7965283350660803,-0.001068115234375,-0.01312255859375,0.012054443359375,0.01312255859375,0.010329979201599542,2021-02-02 16:59:56
0.9608624577522278,0.2514294981956482,4.37773911542766,1.1006927490234375,-0.9407806396484375,2.041473388671875,1.1006927490234375,0.35557500632894734,4.0591648063654215,3.900299072265625,-3.8722991943359375,7.7725982666015625,3.900299072265625,1.3588647193283456,0.1898355484008789,4.059540734563467,0.7292938232421875,-0.7706451416015625,1.49993896484375,0.7706451416015625,0.2684680071690571,0.8146227598190308,4.1757265000290475,3.33831787109375,-3.401641845703125,6.739959716796875,3.401641845703125,1.1520505551538738,0.004606515634804964,2.351829689346901,0.00152587890625,-0.010833740234375,0.012359619140625,0.010833740234375,0.006514596886024888,2021-02-02 22:45:32
0.9477795362472534,0.24623776972293854,4.204198832332399,1.0352325439453125,-1.0214996337890625,2.056732177734375,1.0352325439453125,0.34823279351068276,4.388727271858265,3.922119140625,-4.1595458984375,8.0816650390625,4.1595458984375,1.3403626743005483,0.18580769002437592,3.9348472489689312,0.7311248779296875,-0.705413818359375,1.4365386962890625,0.7311248779296875,0.26277175522568846,0.7968592047691345,4.077707970758494,3.249359130859375,-3.1896209716796875,6.4389801025390625,3.249359130859375,1.1269290946863495,0.007650509476661682,1.974535319243422,-0.0012969970703125,-0.015106201171875,0.0138092041015625,0.015106201171875,0.01081945426095884,2021-02-03 16:59:57
1.016078233718872,0.2537670135498047,4.106518749013507,1.0221099853515625,-1.0420989990234375,2.064208984375,1.0420989990234375,0.3588807522450508,4.70035133528762,3.8997650146484375,-4.7759246826171875,8.675689697265625,4.7759246826171875,1.4369516185573283,0.20375122129917145,4.197171568125909,0.8339691162109375,-0.8551788330078125,1.68914794921875,0.8551788330078125,0.2881477405113701,0.8564306497573853,4.018740410461145,3.3235931396484375,-3.4417724609375,6.7653656005859375,3.4417724609375,1.2111758401188963,0.0075245993211865425,1.885904248505194,-0.001373291015625,-0.014190673828125,0.0128173828125,0.014190673828125,0.010641390411445394,2021-02-04 16:59:56
0.9891228079795837,0.2307390421628952,4.3751654462633445,1.009521484375,-0.890960693359375,1.900482177734375,1.009521484375,0.3263142827957438,4.284117479004023,4.237518310546875,-4.136505126953125,8.3740234375,4.237518310546875,1.398830889897286,0.18868465721607208,4.210458148853619,0.7944488525390625,-0.7479095458984375,1.5423583984375,0.7944488525390625,0.2668404012466876,0.8236931562423706,4.234224103458951,3.3270263671875,-3.487701416015625,6.814727783203125,3.487701416015625,1.1648780327918613,0.007866857573390007,1.7456665546738985,-0.0018310546875,-0.01373291015625,0.01190185546875,0.01373291015625,0.011125416673545645,2021-02-05 16:59:54
0.9717336893081665,0.24091076850891113,4.213872391887599,1.015167236328125,-0.90911865234375,1.924285888671875,1.015167236328125,0.3406992761470273,4.7820834784498985,4.179840087890625,-4.64691162109375,8.826751708984375,4.64691162109375,1.3742389624344526,0.20046021044254303,4.200234942435535,0.84197998046875,-0.7861328125,1.62811279296875,0.84197998046875,0.2834935483240091,0.8583680987358093,4.226365244645399,3.4062957763671875,-3.627777099609375,7.0340728759765625,3.627777099609375,1.2139158067405895,0.007684129755944014,1.8169646317317114,-0.001678466796875,-0.0139617919921875,0.0122833251953125,0.0139617919921875,0.010867000515890686,2021-02-06 16:59:58
0.9730240702629089,0.2259804606437683,4.488902686476462,1.014404296875,-0.9531402587890625,1.9675445556640625,1.014404296875,0.3195846322737366,4.32143934611708,3.87481689453125,-4.204864501953125,8.079681396484375,4.204864501953125,1.3760638366812772,0.18697649240493774,4.388473498897813,0.8205413818359375,-0.720977783203125,1.5415191650390625,0.8205413818359375,0.264424691404013,0.8204786777496338,3.9428396579585203,3.103179931640625,-3.235015869140625,6.33819580078125,3.235015869140625,1.1603320737114764,0.007733228150755167,1.716637117848211,-0.0020599365234375,-0.013275146484375,0.0112152099609375,0.013275146484375,0.010936436131723367,2021-02-07 16:59:57
1.0091098546981812,0.25208765268325806,4.105124004304229,1.03485107421875,-0.9047698974609375,1.9396209716796875,1.03485107421875,0.35650577733146194,4.2589917315089485,4.194793701171875,-4.29779052734375,8.492584228515625,4.29779052734375,1.427096842438511,0.19717223942279816,4.187858151504629,0.761260986328125,-0.8257293701171875,1.5869903564453125,0.8257293701171875,0.2788436551151962,0.8494224548339844,4.160308257474031,3.5338592529296875,-3.33038330078125,6.8642425537109375,3.5338592529296875,1.2012647558104685,0.007443920709192753,1.814101580049867,-0.001220703125,-0.0135040283203125,0.0122833251953125,0.0135040283203125,0.01052729362417034,2021-02-08 16:59:56
1.0373666286468506,0.25567543506622314,4.005145561673305,1.024017333984375,-0.9356689453125,1.959686279296875,1.024017333984375,0.3615796678362944,4.252343869763282,4.013824462890625,-4.4112396240234375,8.425064086914062,4.4112396240234375,1.4670579553856302,0.2094411700963974,3.9115728029429913,0.819244384765625,-0.7917022705078125,1.6109466552734375,0.819244384765625,0.29619454326961553,0.8342732191085815,4.251674420591819,3.5224151611328125,-3.54705810546875,7.0694732666015625,3.54705810546875,1.1798405011880169,0.007445625029504299,1.6804777277486689,-0.0012969970703125,-0.01251220703125,0.0112152099609375,0.01251220703125,0.010529703897069557,2021-02-09 16:59:54
1.0073840618133545,0.24976462125778198,4.136585086466421,1.033172607421875,-0.953521728515625,1.9866943359375,1.033172607421875,0.35322051478373473,4.208578139884386,4.239654541015625,-4.2337799072265625,8.473434448242188,4.239654541015625,1.4246562027349423,0.1977062076330185,4.166514230388234,0.802764892578125,-0.8237457275390625,1.6265106201171875,0.8237457275390625,0.2795988001999659,0.8135242462158203,4.313222561140014,3.5089111328125,-3.3538055419921875,6.8627166748046875,3.5089111328125,1.1504970223177622,0.008042064495384693,1.717121780046348,-0.00213623046875,-0.0138092041015625,0.0116729736328125,0.0138092041015625,0.011373196678852174,2021-02-10 16:59:57
